#timestamp tx ty tz qx qy qz qw
1578862383.834106849 -4.304111793 -4.926238821 0.362607880 -0.611788078 0.616573535 -0.338512013 0.361886778
1578862384.031969400 -4.216998394 -4.904472967 0.356698778 0.625490165 -0.604689005 0.334591983 -0.362162208
1578862384.394099600 -4.158846991 -4.870446654 0.373480567 0.630385419 -0.593726355 0.323982551 -0.380970531
1578862384.459428249 -4.155617188 -4.864420810 0.353436844 0.632036974 -0.591353587 0.322453427 -0.383215327
1578862384.855154050 -4.019730003 -4.818013758 0.348975135 0.645174577 -0.581964891 0.309408443 -0.386436342
1578862385.086616099 -3.964116317 -4.815658739 0.382790400 0.638052253 -0.572469624 0.313789846 -0.408293749
1578862385.448742749 -3.779451773 -4.781275118 0.400171318 0.641705872 -0.563124068 0.312807740 -0.416240526
1578862385.777269499 -3.678709649 -4.768075772 0.411739188 0.649165026 -0.561448579 0.299195005 -0.416944373
1578862385.941533249 -3.596322316 -4.759052754 0.416946893 0.650127245 -0.556433015 0.303182169 -0.419282049
1578862386.271927049 -3.443792893 -4.758469052 0.435150424 0.650322417 -0.553961342 0.298070285 -0.425865814
1578862386.634053649 -3.298578755 -4.753018618 0.421245653 0.660102088 -0.552516194 0.291672928 -0.417034760
1578862386.798316999 -3.223578614 -4.740101957 0.414729463 0.665341509 -0.548362500 0.294117241 -0.412449140
1578862387.095111599 -3.090894841 -4.739021559 0.411256524 0.670833892 -0.549065981 0.284955863 -0.409033731
1578862387.490837299 -2.887042050 -4.721149682 0.431125030 0.662565351 -0.546291349 0.291373113 -0.421514682
1578862387.589768949 -2.836535576 -4.710512949 0.421332505 0.661910843 -0.544693450 0.293219410 -0.423326657
1578862387.918295999 -2.715442922 -4.691102240 0.399209848 0.670742684 -0.551401211 0.279324035 -0.409925653
1578862388.314021549 -2.555367107 -4.662927247 0.399953914 0.673518498 -0.551546170 0.272201905 -0.409970460
1578862388.412953149 -2.453364981 -4.644134844 0.397436737 0.672743864 -0.548079847 0.276704444 -0.412866595
1578862388.840411500 -2.272360978 -4.605207027 0.407992418 0.667690049 -0.549322841 0.280203093 -0.417037937
